Word,SS,Lw,Ec,Ci,At,Li,EE,ME,Sp,Me,mean,,,
taken,0.357019454,0.100619093,0.120372273,0.177248299,0.261600375,0.212537885,0.147371054,0.290015548,0.081281163,0.197187096,0.194525224,,,
located,0.750003994,0.509584665,0.612554014,0.586344004,0.546275616,0.643926263,0.636523008,0.689840794,0.55421567,0.644263089,0.617353112,,,
offered,0.691289842,0.401550412,0.30600214,0.25312081,0.325118393,0.411359996,0.712759614,0.707124591,0.400550872,0.50308913,0.47119658,,,
measure,0.722739995,0.408589751,0.378171176,0.274141669,0.459931672,0.407370538,0.612671554,0.64084208,0.439748079,0.485070854,0.482927737,,,
recursive,0.881380141,0.709352791,0.432482988,0.437374383,0.622991383,0.642899454,0.778798103,0.642546117,1,0.547068834,0.669489419,,,
particularly,0.491856605,0.383487374,0.354429007,0.29504931,0.351830542,0.375556618,0.435214758,0.439067572,0.391634583,0.383687288,0.390181366,,,
depending,0.613865256,0.534904242,0.376677096,0.472934425,0.564710498,0.566956699,0.643726528,0.598957539,0.499196321,0.53463757,0.540656617,,,
teaching,0.811502218,0.651080906,0.657185256,0.591688216,0.587908983,0.599726737,0.738626003,0.81093365,0.771802187,0.643278778,0.686373293,,,
involved,0.485267907,0.303083032,0.326686502,0.254178941,0.343616962,0.421082854,0.44497928,0.508608997,0.320985675,0.370877981,0.377936813,,,
cloud,0.752511561,0.465740949,0.573572755,0.318940163,0.416712284,0.342838436,0.77314502,0.6844908,0.398733646,0.410091549,0.513677716,,,
largest,0.677733004,0.612285197,0.631854475,0.593479335,0.619683981,0.638843894,0.63523978,0.69753474,0.575038016,0.549931884,0.623162431,,,
thought,0.486167729,0.362108946,0.314918101,0.357925892,0.405316263,0.44865635,0.45729813,0.427709937,0.415292144,0.397515297,0.407290879,,,
james,0.670469642,0.667594254,0.557671666,0.659879565,0.56614238,0.511654139,0.778167307,0.785119951,0.568910062,0.613693833,0.63793028,,,
plan,0.590015531,0.498390287,0.571581721,0.480320871,0.526516557,0.559448302,0.52183181,0.564717472,0.47366479,0.519107103,0.530559444,,,
hand,0.315097004,0.262493819,0.11530932,0.270953596,0.305506259,0.243913725,0.39976114,0.444751084,0.315717876,0.194233671,0.286773749,,,
founder,0.775887012,0.658243239,0.636506081,0.632633269,0.558538795,0.530318797,0.816288948,0.831409633,0.555453062,0.763404906,0.675868374,,,
root,0.631563067,0.322911769,0.162719622,0.215463817,0.292963892,0.26495105,0.511520445,0.465993524,0.267216504,0.296070069,0.343137376,,,
connected,0.675794542,0.46529454,0.363205463,0.348991722,0.373882353,0.497338504,0.589020729,0.675359488,0.422531962,0.469145864,0.488056517,,,
assembly,0.508900046,0.460719407,0.355084479,0.304609597,0.447761178,0.384428889,0.504859984,0.415822446,0.401330799,0.467882812,0.425139964,,,
chemical,0.829286039,0.746355593,0.602090418,0.574248552,0.706363916,0.715111554,0.835057676,0.868158996,0.692867815,0.696143627,0.726568419,,,
phd,0.811121881,0.682009935,0.814695835,0.692307293,0.661041319,0.777420104,0.867852509,0.894309402,0.740729988,0.793617606,0.773510587,,,
career,0.743937194,0.587115943,0.601341903,0.577113926,0.583558023,0.61003387,0.644198239,0.650511742,0.531485617,0.625825346,0.61551218,,,
charles,0.716244817,0.520245433,0.658755183,0.545016408,0.511941791,0.585947156,0.790453672,0.793560863,0.514402449,0.534402132,0.61709699,,,
letter,0.674060822,0.447336525,0.430828869,0.440518528,0.495870769,0.586714089,0.68340224,0.597981513,0.612163663,0.5549348,0.552381182,,,
connection,0.612199426,0.44513461,0.295472324,0.269315034,0.343315005,0.423016429,0.514940858,0.486843944,0.348849058,0.370364249,0.410945094,,,
lower,0.742148221,0.450196058,0.458618015,0.426023573,0.477577358,0.556554079,0.585628748,0.553626239,0.487617314,0.528325558,0.526631516,,,
economic,0.868664801,0.814375222,0.713027894,0.702210426,0.749657631,0.812277794,0.800459862,0.843574584,0.817448318,0.767881274,0.788957781,,,
introduction,0.522684038,0.341993451,0.295709878,0.198734969,0.353434682,0.380690128,0.535325944,0.50260216,0.212187484,0.216559008,0.355992174,,,
probability,0.842176914,0.764282048,0.4937087,0.649768591,0.748755455,0.720643997,0.802474916,0.778675795,0.672651172,0.767341137,0.724047872,,,
involves,0.676488221,0.503158391,0.476090461,0.468432426,0.59371531,0.515997052,0.735553801,0.713946819,0.50842309,0.541880369,0.573368594,,,
air,0.749475718,0.676016569,0.694027126,0.646382272,0.638150811,0.721149385,0.761110663,0.763052583,0.55294317,0.752132237,0.695444053,,,
potential,0.660590589,0.448618472,0.441564023,0.403882712,0.556792498,0.514399171,0.637528121,0.608175755,0.386179358,0.451349407,0.510908011,,,
generation,0.528807402,0.30523923,0.335000515,0.246309444,0.27105841,0.323984921,0.486154914,0.390448749,0.337629646,0.337775916,0.356240915,,,
cycle,0.608725846,0.562493682,0.32698682,0.495173275,0.432324708,0.343693197,0.712042749,0.720416844,0.452592224,0.572482944,0.522693229,,,
average,0.794806778,0.691427588,0.667841196,0.664987624,0.715835869,0.74530524,0.714093029,0.748641193,0.672489822,0.717573285,0.713300163,,,
equal,0.659157336,0.514723063,0.512694597,0.526767492,0.531951427,0.549989998,0.519057095,0.582281291,0.489207774,0.520909429,0.54067395,,,
accepted,0.481050014,0.429758579,0.343215674,0.392127633,0.342678696,0.352208585,0.446548581,0.381309688,0.348563612,0.472934365,0.399039543,,,
originally,0.281245559,0.160257563,0.046307478,0.258993626,0.183339044,0.192880839,0.336149216,0.319065571,0.193040535,0.208288535,0.217956797,,,
hold,0.379207492,0.333188176,0.2515001,0.215593159,0.242049634,0.259242594,0.350144744,0.391495824,0.282078236,0.307361633,0.301186159,,,
cambridge,0.762315571,0.737856925,0.599770606,0.617333174,0.613948107,0.634305656,0.862281501,0.786517978,0.655050397,0.724525452,0.699390537,,,
wrote,0.556293249,0.464248657,0.420160294,0.448761702,0.474321485,0.460092485,0.60716182,0.59299767,0.509900212,0.534956396,0.506889397,,,
administration,0.811791897,0.702354431,0.509475529,0.599735796,0.633934975,0.586391091,0.725848258,0.80972302,0.493299603,0.616898119,0.648945272,,,
geometry,0.811125219,0.698818982,0.54708004,0.524796784,0.546476007,0.55037719,0.764766276,0.671073139,0.371607274,0.660546243,0.614666715,,,
never,0.458458781,0.377202988,0.310590982,0.424014658,0.396394521,0.393075168,0.464996755,0.457809865,0.363191247,0.353750587,0.399948555,,,
solving,0.792016804,0.653268516,0.513087809,0.508709371,0.60940659,0.561342955,0.775655389,0.741474748,0.604798555,0.610483646,0.637024438,,,
agent,0.647829354,0.558124244,0.539717317,0.447435319,0.49012658,0.456798673,0.658037007,0.662500978,0.309377104,0.441500157,0.521144673,,,
recursion,0.911028445,0.659997702,1,1,0.485557646,0.696759343,0.704440653,0.606664836,1,0.527861178,0.75923098,,,
mind,0.827418089,0.587392688,0.666930735,0.359932929,0.639418602,0.574388921,0.743521214,0.652107954,0.479881495,0.632962465,0.616395509,,,
contrast,0.565587938,0.281050205,0.310772449,0.323927641,0.306169391,0.28436169,0.523224175,0.416960686,0.25792253,0.285184234,0.355516094,,,
2004,0.404402077,0.388770074,0.396613955,0.308353812,0.343253702,0.363243759,0.460163295,0.49926284,0.317787766,0.354489684,0.383634096,,,
scale,0.602605283,0.582043946,0.463737696,0.453524828,0.388666719,0.372270763,0.609737396,0.552249908,0.381842613,0.47532317,0.488200232,,,
neural,0.861848533,0.765613854,0.638381243,0.682292521,0.714887321,0.759377837,0.915589392,0.820651472,0.719646335,0.715892732,0.759418124,,,
notable,0.611645579,0.405091912,0.370836347,0.303793281,0.334810764,0.318112195,0.592998922,0.577497184,0.414012402,0.564499736,0.449329832,,,
unix,0.870469987,0.709047616,0.359750062,0.489412874,0.819392681,0.636188805,0.889118135,0.830712497,0.465344012,0.746471763,0.681590843,,,
animal,0.853781402,0.715625048,0.71862191,0.698784471,0.680936396,0.69526726,0.844873309,0.783219457,0.746926367,0.73780477,0.747584039,,,
larger,0.446062505,0.364944607,0.308381975,0.403840929,0.353755891,0.377642959,0.395407408,0.39142254,0.253608286,0.413452893,0.370852,,,
biological,0.761480331,0.666736364,0.490011096,0.532239199,0.72678721,0.67722559,0.724770427,0.71197468,0.67251575,0.645361662,0.660910231,,,
direct,0.529406488,0.286192417,0.375586212,0.182444766,0.225467369,0.402752727,0.374714255,0.395659685,0.114438206,0.244430378,0.31310925,,,
2000,0.374968171,0.4062334,0.435127676,0.338101715,0.340443641,0.372315973,0.473381281,0.463749111,0.299693763,0.365981728,0.386999646,,,
chief,0.776700675,0.70098424,0.662587762,0.618902624,0.608571112,0.566616893,0.717994928,0.752212822,0.623500526,0.682968378,0.671103996,,,
mode,0.618502319,0.314496934,0.111512825,0.41740945,0.548098862,0.322977245,0.706839621,0.609516144,0.385697603,0.353442729,0.438849373,,,
story,0.763420224,0.697334588,0.700333774,0.615129828,0.65700835,0.619446754,0.714921176,0.665634334,0.72062552,0.699667215,0.685352176,,,
necessary,0.570078015,0.465550214,0.430532038,0.389868915,0.484669179,0.435357034,0.568810403,0.559515834,0.493504316,0.436388403,0.483427435,,,
stage,0.560850024,0.388683796,0.263456613,0.29090938,0.295650572,0.382726043,0.478304982,0.4220002,0.311722398,0.370882332,0.376518634,,,
ranking,0.916918457,0.754359007,0.734740615,0.512924135,0.659777582,0.739318848,0.913720965,0.906488895,0.667016625,0.856767654,0.766203278,,,
men,0.836688578,0.637360752,0.728614748,0.517938554,0.673839629,0.618720591,0.778909504,0.798613071,0.672726452,0.759290397,0.702270228,,,
path,0.630063653,0.451968431,0.297797859,0.285808206,0.38345778,0.380422503,0.536348283,0.552203774,0.428974122,0.394836158,0.434188077,,,
movement,0.642459512,0.61185205,0.575291514,0.534189284,0.511974037,0.577075124,0.641533375,0.66189301,0.596173227,0.519685209,0.587212634,,,
america,0.696929455,0.561142325,0.59710902,0.518609345,0.585371733,0.594449222,0.681385577,0.716377139,0.521583915,0.582648814,0.605560654,,,
expert,0.596412957,0.46763435,0.498618066,0.391518384,0.470949262,0.458866626,0.581791222,0.58721602,0.451982141,0.485775948,0.499076498,,,
greater,0.607810378,0.350471824,0.355459392,0.355070382,0.462507397,0.417645246,0.454563081,0.39923051,0.441865891,0.384808928,0.422943303,,,
transaction,0.658939719,0.478146821,0.499939352,0.332489669,0.518416047,0.515785515,0.613610923,0.666220605,0.453280658,0.530834854,0.526766416,,,
edge,0.756143034,0.561686456,0.337685317,0.447594225,0.404620051,0.412410438,0.604232132,0.747806132,0.471364349,0.50736928,0.525091141,,,
exist,0.544908524,0.4139705,0.23133947,0.274833322,0.405342817,0.302223146,0.419185936,0.414411038,0.335333794,0.382711858,0.37242604,,,
head,0.590868652,0.455953062,0.453138143,0.372671872,0.481180131,0.39306134,0.53000313,0.598950684,0.400043368,0.498585612,0.477445599,,,
currently,0.364914,0.254968494,0.319746912,0.264178753,0.251999199,0.39986068,0.42598334,0.42830494,0.290065944,0.345388502,0.334541076,,,
providing,0.611159146,0.453767806,0.379624069,0.451455414,0.517672479,0.45184809,0.596373141,0.554978549,0.413397431,0.482600391,0.491287652,,,
entire,0.410424918,0.205018699,0.122423224,0.275188565,0.200810775,0.205553979,0.224555001,0.242271349,0.04813179,0.091340333,0.202571863,,,
log,0.636448145,0.587592483,0.397161663,0.135074988,0.457621455,0.391274959,0.668168902,0.705783844,0.372253835,0.408158571,0.475953884,,,
brain,0.808082283,0.713516831,0.586066842,0.498997033,0.629391134,0.704876959,0.846858442,0.785475552,0.695452154,0.721896827,0.699061406,,,
analog,0.615198195,0.424646378,0.643420517,0.689782262,0.663029611,0.476632208,0.829842508,0.862728715,0.385324627,0.530314982,0.612092,,,
richard,0.680030644,0.599859238,0.586575031,0.491401106,0.448311388,0.479888469,0.746163726,0.71850276,0.49529323,0.643847883,0.588987347,,,
monitor,0.512331367,0.526765525,0.187059268,0.231040716,0.531432152,0.45862788,0.674721777,0.660951257,0.428139299,0.419703484,0.463077272,,,
target,0.46310097,0.225835145,0.234516487,0.358907968,0.387405545,0.431978941,0.515704036,0.432642162,0.266723841,0.302898377,0.361971347,,,
fixed,0.46085614,0.369398355,0.290050924,0.317764252,0.470267504,0.306390941,0.578224897,0.495821983,0.324900985,0.43432039,0.404799637,,,
shared,0.483396024,0.427996635,0.117830619,0.087035149,0.245320246,0.410397053,0.412335277,0.406508923,-0.034786623,0.390269458,0.294630276,,,
coding,0.644214809,0.617619276,0.694627404,0.548896432,0.661448359,0.692546546,0.798851728,0.766491115,0.607854605,0.314416111,0.634696639,,,
notation,0.789420426,0.680155873,0.628370345,0.66015172,0.528776884,0.65408957,0.81439513,0.654476464,0.606769085,0.518474221,0.653507972,,,
shown,0.508540392,0.28004536,0.205159947,0.252699226,0.266213953,0.311608732,0.354935139,0.402150422,0.25344944,0.284832418,0.311963503,,,
play,0.52941829,0.428955346,0.521327317,0.401624978,0.424948066,0.408945143,0.547090888,0.61408639,0.384412825,0.415784329,0.467659357,,,
linux,0.923349619,0.832960606,0.531278431,0.736816347,0.879638314,0.766290426,0.900112689,0.790921688,0.717407346,0.7627545,0.784152997,,,
define,0.572209179,0.469443172,0.329806924,0.412312984,0.274901628,0.388398796,0.634625554,0.563386202,0.364893079,0.359176725,0.436915424,,,
fellow,0.787347674,0.558352649,0.552271783,0.467705786,0.503057718,0.589298904,0.841763914,0.870089173,0.424050987,0.664349556,0.625828815,,,
recent,0.558151305,0.378699511,0.569440722,0.281606525,0.396338314,0.368768573,0.448856562,0.492285997,0.389248013,0.404366046,0.428776157,,,
canada,0.759161472,0.66696924,0.653872371,0.643861532,0.665025234,0.65086782,0.716197133,0.799416006,0.566443384,0.67633456,0.679814875,,,
critical,0.544528008,0.306027621,0.29777959,0.165202275,0.441715747,0.448435098,0.476120293,0.48939836,0.382212102,0.377290756,0.392870985,,,
actor,0.735013008,0.730631292,0.650242269,0.679335654,0.76722604,0.70029521,0.778477013,0.755181491,0.697828352,0.781850815,0.727608114,,,
distance,0.633077919,0.453990906,0.452160805,0.470335513,0.499525607,0.492508709,0.667056918,0.689685762,0.40636304,0.57314533,0.533785051,,,
capability,0.6848737,0.618075728,0.461325675,0.566401243,0.558771908,0.546128333,0.661607265,0.637746692,0.468926609,0.417974234,0.562183139,,,
existing,0.544819474,0.306303501,0.404686272,0.397237301,0.422859222,0.369886756,0.571069658,0.509735227,0.394226491,0.40389806,0.432472196,,,
planning,0.785090446,0.604677916,0.51499933,0.56334275,0.630903006,0.686922371,0.724206805,0.765845954,0.592919827,0.627959132,0.649686754,,,
europe,0.699071109,0.644324005,0.50795728,0.620177329,0.56354636,0.595690012,0.66911453,0.702661633,0.547295809,0.539756536,0.60895946,,,
2001,0.480482519,0.378473669,0.33242783,0.364165723,0.380955726,0.349160969,0.383242667,0.517322838,0.28176257,0.328368515,0.379636303,,,
\frac,0.95607847,0.899759471,0.876756608,0.936191976,0.880470514,0.882863879,0.915545464,0.916141391,0.866873205,0.904552877,0.903523386,,,
michael,0.577826023,0.585872293,0.589692473,0.451826364,0.454674155,0.483772039,0.676127851,0.695604205,0.505560994,0.534788191,0.555574459,,,
worked,0.518487155,0.496556193,0.299849659,0.467834681,0.453226447,0.478107542,0.57136941,0.615740061,0.467475832,0.469903469,0.483855045,,,
ph.d.,0.715361953,0.608756006,0.797810733,0.677678347,0.60781914,0.681300819,0.785208166,0.855259597,0.723328888,0.723441124,0.717596477,,,
television,0.826299846,0.772827029,0.620309532,0.736075521,0.788085282,0.796397865,0.809231162,0.826292932,0.700024307,0.770049393,0.764559287,,,
corporation,0.711445868,0.650820494,0.613293469,0.658441722,0.668686926,0.622309029,0.728176594,0.708023012,0.541703582,0.710112274,0.661301297,,,
translation,0.654749811,0.444418758,0.547145128,0.397014409,0.561444581,0.523015738,0.614798427,0.614045799,0.538852096,0.573916256,0.5469401,,,
1970s,0.663650453,0.641059756,0.549554706,0.518843591,0.675792575,0.609396338,0.68777734,0.676538587,0.509882629,0.562415302,0.609491128,,,
combination,0.475539565,0.306160927,0.188004479,0.284711331,0.354710042,0.42518881,0.554486394,0.507101953,0.235634804,0.303361386,0.363489969,,,
eventually,0.415518314,0.365198016,0.297186792,0.376188546,0.40365085,0.401818603,0.424751937,0.449560165,0.329401195,0.369098753,0.383237317,,,
creation,0.491940111,0.226072103,0.268649608,0.267166436,0.295072079,0.322592735,0.443723202,0.397781104,0.249365389,0.362013489,0.332437626,,,
von,0.702911973,0.642332494,0.623527288,0.602743566,0.59210664,0.568437338,0.854193926,0.749015629,0.53810823,0.577862024,0.645123911,,,
culture,0.767000079,0.59688884,0.67779386,0.618798256,0.57298559,0.586992025,0.692809641,0.725129545,0.55680275,0.560095608,0.635529619,,,
hard,0.48599112,0.419105023,0.384659678,0.229308218,0.369388342,0.245442346,0.610792637,0.523117959,0.385542125,0.300425231,0.395377268,,,
cryptography,0.89524138,0.815545976,0.596046627,0.573364615,0.637976885,0.628077507,0.908883035,0.872244239,0.521589816,0.533735693,0.698270577,,,
strong,0.501341224,0.333763748,0.326899588,0.397546113,0.325221241,0.351788402,0.423569083,0.4943569,0.318565249,0.290202171,0.376325372,,,
previous,0.28154552,0.218435645,0.274279565,0.205155298,0.222999424,0.247915819,0.231878296,0.260660082,0.137005791,0.215728447,0.229560389,,,
civil,0.808452964,0.572499275,0.63621366,0.32982868,0.677666724,0.602280915,0.838577867,0.857320011,0.585037708,0.70278728,0.661066508,,,
creating,0.508703172,0.250923127,0.226410419,0.273324132,0.477617204,0.372103989,0.5014956,0.483020157,0.27544421,0.372294039,0.374133605,,,
2003,0.44036001,0.378055871,0.304970503,0.359912366,0.360313356,0.379409373,0.414273024,0.472409636,0.289191663,0.314115465,0.371301126,,,
entry,0.494617432,0.300750166,0.288092911,0.347636282,0.223084137,0.37941277,0.52004981,0.471795708,0.28850472,0.432488203,0.374643214,,,
integration,0.54888159,0.317223549,0.320992202,0.208885327,0.521882832,0.460998505,0.762002051,0.709584653,0.394986063,0.535990655,0.478142743,,,
allowing,0.502491653,0.303692847,0.406152815,0.373093933,0.469168007,0.483652383,0.599257648,0.584296703,0.346195728,0.432217419,0.450021914,,,
smaller,0.49542433,0.469386905,0.268171012,0.361998796,0.369392127,0.383091867,0.502398133,0.500832021,0.32077983,0.386098176,0.40575732,,,
impact,0.715303838,0.495562345,0.492073476,0.475545585,0.484123707,0.518576205,0.614820063,0.620954454,0.430570066,0.57491076,0.54224405,,,
writer,0.697479665,0.627159178,0.676004887,0.549073517,0.658293843,0.558060586,0.773966789,0.757702887,0.654156923,0.720796824,0.66726951,,,
choice,0.611372888,0.413934708,0.308203965,0.356082469,0.361374795,0.4243927,0.418882221,0.483897716,0.222053468,0.371922553,0.397211748,,,
electronics,0.864658654,0.761163235,0.512601495,0.722484767,0.754969954,0.777177215,0.874177098,0.887035549,0.6387676,0.775427639,0.756846321,,,
black,0.669608116,0.536126494,0.491814017,0.576145887,0.519093215,0.553611815,0.641278803,0.654287398,0.522876084,0.497862905,0.566270474,,,
risk,0.744198978,0.742511511,0.596632421,0.527226925,0.682566106,0.665150583,0.74418956,0.761096835,0.622083783,0.623113811,0.670877051,,,
discrete,0.841641784,0.471005976,0.44381249,0.463280499,0.680751503,0.483125389,0.757982075,0.810953975,0.415148377,0.594756007,0.596245807,,,
advantage,0.484021753,0.387997389,0.377812862,0.422845602,0.373479009,0.445814699,0.452891618,0.42271477,0.253489584,0.251960039,0.387302732,,,
i.e,0.482773602,0.316071332,0.24186568,0.406065196,0.386219174,0.284499347,0.432365656,0.44462803,0.334520102,0.250331163,0.357933928,,,
lodge,0.804002821,0.484122515,0.662582695,0.746299982,0.540326238,0.487251133,0.630240619,0.69869858,0.631958604,0.562576532,0.624805972,,,
cluster,0.594959021,0.710100532,0.367771715,0.220773607,0.191396371,0.212728947,0.58869648,0.720757008,0.173886776,0.475202441,0.42562729,,,
understand,0.714529574,0.593805075,0.589029491,0.577100158,0.563632965,0.620450258,0.707053423,0.630048573,0.582027733,0.614881992,0.619255924,,,
copy,0.58540982,0.481506467,0.339662701,0.441783786,0.467642725,0.4212327,0.581833601,0.559465885,0.483397067,0.508804023,0.487073877,,,
food,0.813754737,0.750862181,0.655972421,0.609388232,0.750558674,0.700682878,0.786308348,0.795843184,0.760428607,0.748841584,0.737264085,,,
skill,0.852142572,0.699094296,0.743789375,0.684218884,0.641132653,0.742974401,0.804936707,0.815069199,0.670272648,0.687820017,0.734145075,,,
challenge,0.601213157,0.506039083,0.454329729,0.29995212,0.364050478,0.392927617,0.63244915,0.640586436,0.43779847,0.406119972,0.473546621,,,
already,0.294969678,0.190523803,0.12673673,0.175008863,0.209414989,0.183835045,0.278180927,0.271607459,0.154295057,0.126371041,0.201094359,,,
came,0.335840553,0.288011938,0.16619657,0.177314743,0.305934459,0.328316629,0.381812006,0.413173974,0.253327042,0.26459676,0.291452467,,,
secondary,0.757864118,0.433278918,0.597300351,0.546245873,0.382769704,0.612468779,0.704548717,0.705153763,0.66484797,0.662150323,0.606662852,,,
illinois,0.893243074,0.651359081,0.677568138,0.60923332,0.718066335,0.752297938,0.769738734,0.932342649,0.709196985,0.888513386,0.760155964,,,
loop,0.636330783,0.565057516,0.304140627,0.405857027,0.587974787,0.536887646,0.659106791,0.603454232,0.416913599,0.340357572,0.505608058,,,
detail,0.432832301,0.289964318,0.294138044,0.336465418,0.405150712,0.302770436,0.417901188,0.412676275,0.260742307,0.381098777,0.353373978,,,
intel,0.810879409,0.681265831,0.546324849,0.722781599,0.825419545,0.742129505,0.896221519,0.874828875,0.675942302,0.696268857,0.747206229,,,
regular,0.370147765,0.258844942,0.131601572,0.38858524,0.286137432,0.307182163,0.360784411,0.336868018,0.258423954,0.170656174,0.286923167,,,
identifier,0.719950438,0.641622066,0.579724789,0.526801288,0.62605691,0.479364216,0.781324029,0.639630079,0.58128649,0.670780301,0.624654061,,,
supported,0.386312366,0.211681187,0.160468042,0.234373897,0.268034816,0.25733164,0.48928985,0.410010308,0.277674377,0.165445447,0.286062193,,,
channel,0.685961246,0.533254266,0.402818233,0.522413492,0.536550045,0.470283478,0.675283253,0.616469622,0.519985795,0.376787513,0.533980694,,,
100,0.520770192,0.513659656,0.452991486,0.351602614,0.459647655,0.482542336,0.590403855,0.586054504,0.394004107,0.538243353,0.488991976,,,
committee,0.760214448,0.704756141,0.66816777,0.683007598,0.676902115,0.616638303,0.73689425,0.764621735,0.617507517,0.642322898,0.687103277,,,
developing,0.595988393,0.503297269,0.535140336,0.515318096,0.470476568,0.440412104,0.601923227,0.582479179,0.460869849,0.477418244,0.518332326,,,
old,0.465966284,0.353890926,0.360422164,0.30848366,0.361099005,0.344932288,0.454323262,0.430590391,0.377234638,0.31398055,0.377092317,,,
carnegie,0.907559752,0.659183562,0.595497131,0.631511331,0.664706945,0.462217897,0.933573604,0.753607631,0.560316682,0.583477378,0.675165191,,,
teacher,0.818793535,0.634607196,0.596519113,0.646352172,0.674556792,0.73515749,0.738020539,0.828876555,0.792664349,0.741926014,0.720747375,,,
army,0.820203245,0.804383993,0.748047471,0.572551608,0.769736469,0.72558856,0.796252072,0.824168682,0.742907882,0.807946384,0.761178637,,,
comparison,0.510159194,0.33776632,0.416811496,0.356896579,0.356589943,0.367758453,0.568447113,0.483229816,0.307448894,0.328477204,0.403358501,,,
starting,0.283374697,0.23682259,0.114719249,0.239521667,0.258223593,0.30804348,0.335330844,0.368536711,0.17012012,0.195737317,0.251043027,,,
concern,0.627951145,0.44685781,0.510293543,0.50417006,0.55769366,0.533338785,0.530097544,0.536762536,0.57465148,0.417806625,0.523962319,,,
completed,0.597084522,0.435583621,0.426841825,0.465610802,0.544643164,0.434701711,0.645486772,0.617719889,0.398539513,0.555852771,0.512206459,,,
strategy,0.629669607,0.568626702,0.44438979,0.456429988,0.531716645,0.584840834,0.565868735,0.574461162,0.480649382,0.555490017,0.539214286,,,
radio,0.862094104,0.776780784,0.673260331,0.606856287,0.696939647,0.707379162,0.819470823,0.842979491,0.683755457,0.781116068,0.745063215,,,
evaluation,0.672953129,0.559847832,0.458125412,0.332969993,0.549806476,0.496471286,0.649106562,0.55984354,0.524518609,0.487126827,0.529076967,,,
financial,0.813769519,0.738823473,0.66005832,0.676532328,0.682579935,0.768662214,0.785425723,0.792468846,0.705057859,0.705787599,0.732916582,,,
garbage,0.545110881,0.542563319,0.398586154,0.404923409,0.350035876,0.318050265,0.741460383,0.423018336,0.48555842,0.513668954,0.4722976,,,
parent,0.652779698,0.617387474,0.436791062,0.593495429,0.555574834,0.601941347,0.511093915,0.471435368,0.473819137,0.604269207,0.551858747,,,
matter,0.642405093,0.455386549,0.308505267,0.205172494,0.404459208,0.373740524,0.549555779,0.675840616,0.360304326,0.468049794,0.444341965,,,
say,0.395733058,0.367266297,0.304093659,0.398766965,0.44483,0.417884916,0.431892008,0.487412333,0.413730711,0.389582634,0.405119258,,,
greek,0.794360459,0.625901401,0.593008757,0.530564666,0.557872236,0.678545117,0.749591291,0.778632343,0.680808723,0.709636748,0.669892174,,,
describe,0.527835369,0.498188019,0.42148754,0.389614522,0.400588721,0.430770099,0.605082154,0.580342889,0.501702487,0.402382553,0.475799435,,,
determine,0.706473947,0.551839292,0.465006709,0.424528956,0.565826476,0.502873302,0.623545706,0.579408526,0.48513931,0.5774948,0.548213702,,,
aim,0.680802703,0.416816533,0.409256279,0.392860025,0.45329231,0.461827904,0.648173332,0.594348371,0.51339817,0.521186411,0.509196204,,,
calculator,0.767664015,0.670095146,0.471418589,0.486127019,0.715168059,0.599079132,0.884935617,0.865222812,0.684112608,0.45540154,0.659922454,,,
automatic,0.614161789,0.458160281,0.307383031,0.250727236,0.351718485,0.446580857,0.736286581,0.623533189,0.454789668,0.390657961,0.463399908,,,
active,0.524209023,0.301397681,0.302801132,0.365273446,0.247439265,0.415055454,0.382669061,0.45120576,0.220380351,0.374342352,0.358477353,,,
sort,0.39629665,0.489984244,0.325590432,0.39097473,0.342348635,0.313363492,0.479147851,0.432863295,0.363787293,0.294313699,0.382867032,,,
contribution,0.640836477,0.475712359,0.412566066,0.450489432,0.471629858,0.527851343,0.671001077,0.708162963,0.419659555,0.524914742,0.530282387,,,
london,0.77041918,0.671189785,0.709912598,0.626664996,0.608914316,0.68094933,0.810685992,0.814405203,0.693753242,0.72279793,0.710969257,,,
situation,0.582694769,0.3776308,0.368661344,0.479783565,0.446080655,0.466163099,0.508999586,0.508979738,0.463098258,0.548717201,0.475080901,,,
programme,0.872244596,0.708933771,0.614120901,0.677208662,0.596389949,0.635760069,0.872585595,0.871646881,0.606622398,0.744750619,0.720026344,,,
request,0.670813084,0.52747196,0.51533407,0.454594344,0.484155327,0.524418533,0.680886865,0.565274239,0.499604195,0.510161042,0.543271366,,,
square,0.743771672,0.552588403,0.574937701,0.436423957,0.547301769,0.593589902,0.666538715,0.719534218,0.513216674,0.744041145,0.609194416,,,
static,0.62169528,0.500992119,0.437259465,0.437618196,0.428546757,0.421358466,0.746694684,0.57460928,0.405709505,0.410005718,0.498448947,,,
nobel,0.946624458,0.853237331,0.843841493,0.76461333,0.746701479,0.731509387,0.954894185,0.951615512,0.796170831,0.859274864,0.844848287,,,
district,0.710713625,0.699450672,0.622984171,0.703961194,0.687384844,0.710408509,0.612437963,0.710520923,0.642873287,0.814058483,0.691479367,,,
compared,0.562870145,0.327894896,0.460863024,0.478184879,0.355417311,0.434040427,0.494672328,0.500456691,0.387356967,0.448437721,0.445019439,,,
tube,0.657980502,0.723543108,0.660349607,0.630617499,0.739736736,0.764963806,0.927012026,0.858421743,0.582070887,0.608927667,0.715362358,,,
longer,0.31578052,0.257188559,0.200189739,0.295208722,0.287880212,0.327046961,0.381010741,0.379169226,0.211075634,0.297923923,0.295247424,,,
